#i,cluster,ra,dec,peakheight,snr,photz,specz,richness
570, MOO J0329+1257 ,52.465832999999996,12.95417,0.58,8.3,  0.89 ,        ,       37 
571, MOO J0330+1056 ,52.72,10.94639,0.62,8.9,   1.5 ,        ,       19 
572, MOO J0331-0008 ,52.905832999999994,-0.14361,0.63,9.3,  0.97 ,        ,       23 
573, MOO J0331+2410 ,52.998332999999995,24.176389999999998,0.57,8.5,       ,        ,          
574, MOO J0332+2330 ,53.067083,23.51611,0.56,8.4,       ,        ,          
575, MOO J0332+0005 ,53.14791700000001,0.09389,0.69,10.3,  0.93 ,        ,       27 
576, MOO J0332+1954 ,53.1825,19.9025,0.66,9.8,  1.13 ,        ,       22 
577, MOO J0333+2345 ,53.32833299999999,23.765279999999997,0.58,8.7,   1.1 ,        ,       31 
578, MOO J0334-1022 ,53.655,-10.3675,0.7,10.8,  0.98 ,        ,       26 
579, MOO J0335-2918 ,53.8575,-29.30472,0.65,10.2,       ,        ,          
580, MOO J0335+1508 ,53.996667,15.13611,0.59,8.7,  0.99 ,        ,       30 
581, MOO J0337+0456 ,54.35208299999999,4.94833,0.62,9.2,  0.85 ,        ,       23 
582, MOO J0337-1018 ,54.37583299999999,-10.31444,0.59,9.1,  0.94 ,        ,       29 
583, MOO J0337+1409 ,54.395417,14.16472,0.63,9.0,  1.09 ,        ,       28 
584, MOO J0338-2142 ,54.64208299999999,-21.70639,0.66,10.2,  1.12 ,        ,       36 
585, MOO J0339+0942 ,54.83708299999999,9.709439999999999,0.6,8.6,  1.33 ,        ,       36 
586, MOO J0339+1846 ,54.95,18.77778,0.59,8.8,  1.28 ,        ,       36 
587, MOO J0339-2352 ,54.955833,-23.88139,0.63,9.7,  1.57 ,        ,       26 
588, MOO J0340+1159 ,55.17375,11.98889,0.61,8.7,  0.96 ,        ,       27 
589, MOO J0341-0154 ,55.365832999999995,-1.9152799999999999,0.58,8.6,  1.03 ,        ,       20 
590, MOO J0341-2059 ,55.37625,-20.995279999999998,0.59,9.1,  1.08 ,        ,       23 
591, MOO J0342+1621 ,55.54708299999999,16.3625,0.59,8.8,  1.35 ,        ,       25 
592, MOO J0342+2147 ,55.692083,21.79694,0.64,9.5,  1.09 ,        ,       35 
593, MOO J0343+1040 ,55.849582999999996,10.67667,0.56,8.0,       ,        ,          
594, MOO J0343-2952 ,55.893333,-29.868890000000004,0.59,9.2,  1.08 ,        ,       29 
595, MOO J0344+0207 ,56.24,2.1213900000000003,0.64,9.4,  1.27 ,        ,       27 
596, MOO J0345-2913 ,56.339583,-29.221940000000004,0.69,10.7,  1.08 ,        ,       53 
597, MOO J0345-1513 ,56.37583299999999,-15.23083,0.66,10.3,  1.05 ,        ,       23 
598, MOO J0346+2003 ,56.543333,20.05444,0.65,9.2,  1.14 ,        ,       46 
599, MOO J0346-0026 ,56.583332999999996,-0.43417,0.63,10.0,   0.9 ,        ,       21 
600, MOO J0346+0603 ,56.615,6.05639,0.67,9.6,  1.36 ,        ,       27 
601, MOO J0347-1104 ,56.76416700000001,-11.08111,0.59,9.1,  1.14 ,        ,       11 
602, MOO J0347-2755 ,56.7775,-27.92278,0.7,10.9,   0.9 ,        ,        3 
603, MOO J0347+1030 ,56.832917,10.50417,0.67,9.6,  1.05 ,        ,       10 
604, MOO J0347-0121 ,56.885,-1.36306,0.6,8.9,  1.16 ,        ,       35 
605, MOO J0347+0017 ,56.950832999999996,0.29111,0.58,8.6,       ,        ,          
606, MOO J0348-0331 ,57.01583299999999,-3.52556,0.75,11.1,  1.27 ,        ,       19 
607, MOO J0348+1718 ,57.17333299999999,17.307779999999998,0.62,8.9,  0.91 ,        ,       24 
608, MOO J0349-0407 ,57.307083,-4.12833,0.67,9.9,  0.96 ,        ,       45 
609, MOO J0350+1259 ,57.742082999999994,12.998610000000001,0.58,8.2,       ,        ,          
610, MOO J0353+0539 ,58.3275,5.65917,0.58,8.3,  1.39 ,        ,       17 
611, MOO J0353+0832 ,58.332083,8.54,0.65,9.2,  1.16 ,        ,       34 
612, MOO J0354-2522 ,58.522082999999995,-25.38278,0.6,9.3,  1.44 ,        ,       32 
613, MOO J0354-1654 ,58.60916700000001,-16.911939999999998,0.69,10.8,  0.99 ,        ,       23 
614, MOO J0355+1237 ,58.99875,12.62139,0.56,8.0,       ,        ,          
615, MOO J0356+1053 ,59.02458299999999,10.89028,0.76,10.8,   0.9 ,        ,       41 
616, MOO J0356+1502 ,59.026667,15.043610000000001,0.66,9.3,   0.8 ,        ,       30 
617, MOO J0356-2422 ,59.12375,-24.37667,0.57,8.8,       ,        ,          
618, MOO J0356-1150 ,59.128333,-11.84111,0.56,8.7,       ,        ,          
619, MOO J0357+0928 ,59.2825,9.477219999999999,0.59,8.4,  1.06 ,        ,       24 
620, MOO J0357-1925 ,59.34625,-19.4225,0.61,9.5,  1.09 ,        ,       33 
621, MOO J0357-1450 ,59.48125,-14.83417,0.67,10.5,  0.98 ,        ,       28 
622, MOO J0357+0523 ,59.483332999999995,5.38972,0.63,9.0,  0.96 ,        ,       14 
623, MOO J0358-0018 ,59.504167,-0.3025,0.64,9.5,  1.01 ,        ,       53 
624, MOO J0358-0537 ,59.539167000000006,-5.620830000000001,0.58,8.9,       ,        ,          
625, MOO J0358+0349 ,59.571667000000005,3.81667,0.65,9.7,  0.96 ,        ,       36 
626, MOO J0358+1658 ,59.675,16.981939999999998,0.62,8.8,  1.08 ,        ,       36 
627, MOO J0359-0758 ,59.84458299999999,-7.976389999999999,0.57,8.9,       ,        ,          
628, MOO J0400-1512 ,60.04125,-15.212779999999999,0.61,9.4,  1.33 ,        ,       29 
629, MOO J0400-1915 ,60.156667000000006,-19.2625,0.62,9.6,  1.23 ,        ,       18 
630, MOO J0400+0830 ,60.21208299999999,8.51028,0.56,8.0,       ,        ,          
631, MOO J0401-1432 ,60.321667000000005,-14.540560000000001,0.69,10.6,  1.13 ,        ,       27 
632, MOO J0401+0140 ,60.37,1.68028,0.56,8.6,       ,        ,          
633, MOO J0402-1934 ,60.507917000000006,-19.57306,0.57,8.9,       ,        ,          
634, MOO J0402-1430 ,60.530832999999994,-14.51056,0.58,8.9,       ,        ,          
635, MOO J0404-0137 ,61.122082999999996,-1.6316700000000002,0.57,8.7,       ,        ,          
636, MOO J0405-2511 ,61.428332999999995,-25.19472,0.6,9.4,  0.85 ,        ,       35 
637, MOO J0405-1150 ,61.435,-11.835560000000001,0.56,8.7,       ,        ,          
638, MOO J0406+1432 ,61.653332999999996,14.549439999999999,0.57,8.1,       ,        ,          
639, MOO J0407-2931 ,61.8925,-29.52833,0.6,9.3,  0.99 ,        ,       24 
640, MOO J0407-2811 ,61.897082999999995,-28.191670000000002,0.58,9.0,       ,        ,          
641, MOO J0407-1734 ,61.98458299999999,-17.57389,0.56,8.8,       ,        ,          
642, MOO J0408-0754 ,62.01541700000001,-7.903060000000001,0.69,10.7,  0.81 ,        ,       21 
643, MOO J0408-2622 ,62.22125,-26.375559999999997,0.67,10.3,   1.1 ,        ,       29 
644, MOO J0409-0731 ,62.295,-7.5166699999999995,0.59,9.3,  0.97 ,        ,       29 
645, MOO J0410+1043 ,62.668333,10.72278,0.69,10.0,  0.89 ,        ,       46 
646, MOO J0411+1552 ,62.840832999999996,15.87028,0.59,8.4,  1.08 ,        ,       29 
647, MOO J0412-2118 ,63.052082999999996,-21.30556,0.58,9.1,  0.94 ,        ,       35 
648, MOO J0412-2832 ,63.089167,-28.541940000000004,0.71,11.1,       ,        ,          
649, MOO J0412-1227 ,63.22708299999999,-12.46306,0.73,11.4,  1.16 ,        ,       19 
650, MOO J0413-0538 ,63.422917000000005,-5.64778,0.62,9.7,  1.19 ,        ,       35 
651, MOO J0413-1325 ,63.455,-13.43111,0.69,10.8,  1.19 ,        ,       19 
652, MOO J0414-2758 ,63.554582999999994,-27.969170000000002,0.69,10.8,  0.98 ,        ,       30 
653, MOO J0414+1343 ,63.595833,13.723889999999999,0.7,10.0,  1.03 ,        ,       31 
654, MOO J0416+0409 ,64.02875,4.160830000000001,0.57,8.7,       ,        ,          
655, MOO J0417-2837 ,64.272917,-28.629170000000002,0.58,9.1,  0.94 ,        ,       24 
656, MOO J0417+1008 ,64.489583,10.146939999999999,0.57,8.3,       ,        ,          
657, MOO J0418+0238 ,64.65208299999999,2.63556,0.7,10.8,  1.24 ,        ,       14 
658, MOO J0418+0612 ,64.65625,6.20972,0.66,9.4,  1.26 ,        ,       36 
659, MOO J0419+0543 ,64.835,5.72444,0.59,8.4,  1.17 ,        ,       35 
660, MOO J0420-0003 ,65.17416700000001,-0.052779999999999994,0.57,8.7,       ,        ,          
661, MOO J0421-0623 ,65.25375,-6.38389,0.62,9.7,  1.01 ,        ,       23 
662, MOO J0422+0459 ,65.5375,4.9833300000000005,0.73,11.1,  1.05 ,        ,       28 
663, MOO J0422-0628 ,65.570833,-6.47806,0.74,11.5,  1.06 ,        ,       30 
664, MOO J0423+0555 ,65.87208299999999,5.927219999999999,0.59,8.4,  0.96 ,        ,       29 
665, MOO J0423-0014 ,65.929167,-0.23639000000000002,0.64,9.7,  0.88 ,        ,       59 
666, MOO J0424+0422 ,66.026667,4.3825,0.62,9.4,  0.93 ,        ,       22 
667, MOO J0424-1536 ,66.2425,-15.610560000000001,0.57,8.9,       ,        ,          
668, MOO J0425+1137 ,66.38458299999999,11.62611,0.59,8.5,  1.08 ,        ,       14 
669, MOO J0425-2341 ,66.449167,-23.691670000000002,0.57,8.9,       ,        ,          
670, MOO J0425+1138 ,66.47875,11.63611,0.57,8.2,       ,        ,          
671, MOO J0425-0119 ,66.4925,-1.3327799999999999,0.68,10.3,  0.79 ,        ,       19 
672, MOO J0426-1643 ,66.52041700000001,-16.719170000000002,0.6,9.4,  0.98 ,        ,       21 
673, MOO J0426-2102 ,66.580833,-21.035,0.64,10.0,   1.1 ,        ,       40 
674, MOO J0426-2410 ,66.592917,-24.17278,0.58,9.1,  0.94 ,        ,       23 
675, MOO J0428-0250 ,67.240833,-2.84972,0.66,10.1,  1.06 ,        ,       22 
676, MOO J0431-2923 ,67.94375,-29.398059999999997,0.56,8.7,       ,        ,          
677, MOO J0434-2052 ,68.68875,-20.87417,0.6,9.5,  1.03 ,        ,       23 
678, MOO J0435-0528 ,68.825417,-5.46889,0.62,9.7,   0.9 ,        ,       42 
679, MOO J0435-2132 ,68.94625,-21.54972,0.56,9.0,       ,        ,          
680, MOO J0436-0120 ,69.05291700000001,-1.34361,0.57,8.8,       ,        ,          
681, MOO J0436-2521 ,69.210417,-25.3575,0.58,9.0,       ,        ,          
682, MOO J0437-1404 ,69.265,-14.068060000000001,0.57,9.0,       ,        ,          
683, MOO J0437-2449 ,69.3,-24.82667,0.61,9.6,  1.01 ,        ,       40 
684, MOO J0438-0246 ,69.578333,-2.7688900000000003,0.58,8.8,       ,        ,          
685, MOO J0442-0629 ,70.695,-6.4833300000000005,0.58,9.1,       ,        ,          
686, MOO J0443-2518 ,70.9025,-25.31306,0.59,9.1,  1.06 ,        ,       38 
687, MOO J0443-2335 ,70.9825,-23.592779999999998,0.66,10.5,  0.83 ,        ,       15 
688, MOO J0444-2440 ,71.032083,-24.67444,0.58,9.1,  1.27 ,        ,       35 
689, MOO J0445+0304 ,71.325417,3.07556,0.58,9.6,       ,        ,          
690, MOO J0445+0144 ,71.4575,1.74944,0.56,9.4,       ,        ,          
691, MOO J0445-1350 ,71.474583,-13.84472,0.66,10.4,  0.97 ,        ,       15 
692, MOO J0448-1803 ,72.106667,-18.059720000000002,0.56,9.0,       ,        ,          
693, MOO J0448-1705 ,72.1225,-17.087220000000002,0.85,13.5,  0.96 ,        ,       79 
694, MOO J0453-0947 ,73.48666700000001,-9.786389999999999,0.63,10.2,  0.78 ,        ,       30 
695, MOO J0454-0604 ,73.577083,-6.068890000000001,0.61,9.9,   0.9 ,        ,       21 
696, MOO J0457+0006 ,74.258333,0.10611,0.57,9.5,       ,        ,          
697, MOO J0458-1628 ,74.50541700000001,-16.46667,0.57,9.1,       ,        ,          
698, MOO J0459-0945 ,74.94875,-9.754719999999999,0.59,9.5,  0.93 ,        ,       10 
699, MOO J0500-0847 ,75.042917,-8.79306,0.59,9.6,  0.96 ,        ,       20 
700, MOO J0500-1855 ,75.0925,-18.93194,0.57,9.2,       ,        ,          
701, MOO J0504-2819 ,76.11291700000001,-28.324170000000002,0.62,9.8,  0.99 ,        ,       20 
702, MOO J0505-0814 ,76.412083,-8.23833,0.57,9.2,       ,        ,          
703, MOO J0506-2549 ,76.51625,-25.82528,0.6,9.5,  1.05 ,        ,       28 
704, MOO J0509-2836 ,77.445,-28.6,0.6,9.5,  1.19 ,        ,       27 
705, MOO J0510-1551 ,77.614583,-15.860560000000001,0.61,9.8,  1.05 ,        ,       37 
706, MOO J0511-1016 ,77.779583,-10.27139,0.59,9.5,  1.14 ,        ,       35 
707, MOO J0512-1816 ,78.055,-18.280279999999998,0.6,9.6,  0.86 ,        ,        7 
708, MOO J0515-1128 ,78.75375,-11.46667,0.68,11.1,  0.88 ,        ,       26 
709, MOO J0516-1615 ,79.01083299999999,-16.25861,0.56,9.6,       ,        ,          
710, MOO J0517-2202 ,79.385417,-22.04083,0.56,9.6,       ,        ,          
711, MOO J0519-2527 ,79.750417,-25.45139,0.58,9.1,       ,        ,          
712, MOO J0519-1926 ,79.829167,-19.434720000000002,0.58,9.8,       ,        ,          
713, MOO J0520-2139 ,80.065833,-21.663610000000002,0.67,11.4,  1.06 ,        ,       40 
714, MOO J0520-2138 ,80.227917,-21.64278,0.58,9.9,       ,        ,          
715, MOO J0523-2813 ,80.782083,-28.22389,0.64,10.1,   0.9 ,        ,       54 
716, MOO J0527-2757 ,81.787083,-27.96333,0.59,9.4,  1.29 ,        ,       20 
717, MOO J0528-2624 ,82.185417,-26.40056,0.58,9.2,  0.99 ,        ,       30 
718, MOO J0529-1708 ,82.45083299999999,-17.145,0.65,11.1,  1.12 ,        ,       36 
719, MOO J0534-2108 ,83.7375,-21.14333,0.59,10.1,       ,        ,          
720, MOO J0535-2119 ,83.891667,-21.3275,0.56,9.6,       ,        ,          
721, MOO J0536-2640 ,84.172917,-26.68194,0.61,9.6,  1.23 ,        ,       30 
722, MOO J0537-2108 ,84.38458299999999,-21.14444,0.59,10.0,  1.05 ,        ,       22 
723, MOO J0538-2326 ,84.654583,-23.43444,0.61,10.4,  0.89 ,        ,       22 
724, MOO J0543-2515 ,85.833333,-25.25,0.62,9.8,  1.47 ,        ,       17 
725, MOO J0544-2840 ,86.067083,-28.67806,0.57,9.0,       ,        ,          
726, MOO J0625+7756 ,96.408333,77.94028,0.56,10.2,       ,        ,          
727, MOO J0646+7137 ,101.6625,71.62,0.59,10.3,  0.88 ,        ,       40 
728, MOO J0650+8622 ,102.55875,86.37028000000001,0.58,9.8,       ,        ,          
729, MOO J0706+7701 ,106.69875,77.02472,0.68,12.4,  1.01 ,        ,       40 
730, MOO J0708+7231 ,107.08583300000001,72.52472,0.56,9.8,       ,        ,          
731, MOO J0712+6111 ,108.155833,61.18694,0.57,9.9,       ,        ,          
732, MOO J0715+6412 ,108.885,64.20111,0.58,9.9,       ,        ,          
733, MOO J0715+6631 ,108.969167,66.52944000000001,0.58,10.2,  1.05 ,        ,       24 
734, MOO J0717+6406 ,109.277083,64.11556,0.56,9.7,       ,        ,          
735, MOO J0725+6321 ,111.434583,63.36221999999999,0.59,10.2,  1.13 ,        ,       33 
736, MOO J0731+5350 ,112.8325,53.844719999999995,0.56,9.4,       ,        ,          
737, MOO J0733+4315 ,113.37166699999999,43.25056,0.58,10.0,  1.48 ,        ,       30 
738, MOO J0735+4943 ,113.857083,49.72306,0.64,10.7,  1.57 ,        ,       27 
739, MOO J0736+3954 ,114.065417,39.916109999999996,0.56,9.8,       ,        ,          
740, MOO J0742+4646 ,115.504167,46.768609999999995,0.58,9.7,  1.19 ,        ,       16 
741, MOO J0743+4909 ,115.779583,49.15417,0.63,10.4,  1.08 ,        ,       20 
742, MOO J0744+4624 ,116.11666699999999,46.411390000000004,0.59,9.8,  1.33 ,        ,       30 
743, MOO J0744+6018 ,116.202083,60.31166999999999,0.68,11.7,  1.23 ,        ,       40 
744, MOO J0745+3257 ,116.40708300000001,32.963609999999996,0.57,9.4,       ,        ,          
745, MOO J0748+3122 ,117.165,31.381390000000003,0.79,13.1,  0.89 ,        ,       22 
746, MOO J0749+3558 ,117.29125,35.98167,0.64,10.5,  0.85 ,        ,       27 
747, MOO J0749+7702 ,117.32875,77.0475,0.67,12.0,  0.99 ,        ,       22 
748, MOO J0749+3900 ,117.454167,39.00611,0.57,9.3,       ,        ,          
749, MOO J0752+6102 ,118.04833300000001,61.03833,0.61,10.6,       ,        ,          
750, MOO J0752+4800 ,118.08791699999999,48.00333,0.58,9.6,       ,        ,          
751, MOO J0755+6400 ,118.88666699999999,64.01083,0.62,10.7,  1.16 ,        ,       29 
752, MOO J0755+5119 ,118.92833300000001,51.327220000000004,0.61,10.1,  1.02 ,        ,       28 
753, MOO J0755+5941 ,118.944167,59.691390000000006,0.65,11.2,  1.12 ,        ,       49 
754, MOO J0757+5331 ,119.49666699999999,53.52333,0.6,9.9,       ,        ,          
755, MOO J0758+3225 ,119.68833300000001,32.42111,0.56,9.3,       ,        ,          
756, MOO J0801+3631 ,120.43125,36.52083,0.59,9.7,  0.89 ,        ,       36 
757, MOO J0803+4053 ,120.8175,40.88861,0.6,9.9,  1.12 ,        ,       28 
758, MOO J0803+5430 ,120.82666699999999,54.51639,0.68,11.3,   0.9 ,        ,       18 
759, MOO J0807+3732 ,121.896667,37.538059999999994,0.63,10.3,  0.91 ,        ,       41 
760, MOO J0808+3810 ,122.08666699999999,38.17389,0.66,10.8,  1.32 ,        ,       35 
761, MOO J0809+7326 ,122.396667,73.43833000000001,0.59,9.8,  0.98 ,        ,       25 
762, MOO J0811+5627 ,122.781667,56.460280000000004,0.67,10.9,   1.1 ,        ,       31 
763, MOO J0811+6337 ,122.873333,63.621390000000005,0.56,9.2,       ,        ,          
764, MOO J0812+5406 ,123.0,54.10889,0.59,9.9,  1.09 ,        ,       21 
765, MOO J0813+3914 ,123.377917,39.24694,0.78,12.8,  0.99 ,        ,       35 
766, MOO J0813+5921 ,123.43625,59.3575,0.59,9.7,  0.98 ,        ,       18 
767, MOO J0815+4952 ,123.83375,49.878609999999995,0.59,9.8,  1.09 ,        ,       29 
768, MOO J0816+4119 ,124.05875,41.3175,0.67,10.9,  0.96 ,        ,       31 
769, MOO J0817+4844 ,124.275833,48.73722,0.58,9.7,  1.39 ,        ,       35 
770, MOO J0820+3632 ,125.105,36.53333,0.6,9.9,  1.39 ,        ,       35 
771, MOO J0820+3258 ,125.21083300000001,32.98083,0.59,9.4,  1.08 ,        ,       35 
772, MOO J0821+3110 ,125.307083,31.168059999999997,0.57,9.0,       ,        ,          
773, MOO J0821+2206 ,125.43125,22.10611,0.57,9.1,       ,        ,          
774, MOO J0821+2759 ,125.479583,27.985,0.58,9.2,  1.08 ,        ,       19 
775, MOO J0822+5608 ,125.566667,56.14083,0.56,9.2,       ,        ,          
776, MOO J0823+1942 ,125.89875,19.70139,0.63,10.0,  1.24 ,        ,       37 
777, MOO J0824+6611 ,126.203333,66.18417,0.73,12.1,  0.99 ,        ,       41 
778, MOO J0825+5611 ,126.27,56.19333,0.59,9.7,   0.9 ,        ,       30 
779, MOO J0827+0846 ,126.925,8.77111,0.57,9.1,       ,        ,          
780, MOO J0827+4103 ,126.98833300000001,41.05833,0.62,10.1,   1.5 ,        ,       26 
781, MOO J0828+6956 ,127.020417,69.9425,0.58,9.7,  0.99 ,        ,       36 
782, MOO J0829+2654 ,127.31,26.903609999999997,0.61,9.7,  1.03 ,        ,       25 
783, MOO J0829+3535 ,127.34708300000001,35.590559999999996,0.58,9.4,       ,        ,          
784, MOO J0829+5614 ,127.45833300000001,56.23333,0.6,9.7,  1.03 ,        ,       28 
785, MOO J0830+1542 ,127.700833,15.71222,0.61,9.7,  1.35 ,        ,       23 
786, MOO J0830+7303 ,127.709167,73.05471999999999,0.57,9.5,       ,        ,          
787, MOO J0831+5838 ,127.880417,58.64471999999999,0.59,9.6,  0.99 ,        ,          
788, MOO J0833+2729 ,128.33375,27.4925,0.67,10.7,  1.23 ,        ,       33 
789, MOO J0834+2043 ,128.502083,20.72056,0.67,10.6,  1.13 ,        ,       20 
790, MOO J0835+2704 ,128.945833,27.08028,0.61,9.6,  0.91 ,        ,       27 
791, MOO J0835+2541 ,128.9825,25.69194,0.65,10.3,  0.88 ,        ,       36 
792, MOO J0836+3504 ,129.20125,35.07472,0.61,10.1,  0.96 ,        ,       43 
793, MOO J0837+3647 ,129.300833,36.791109999999996,0.57,9.4,       ,        ,          
794, MOO J0838+0647 ,129.533333,6.79667,0.56,9.0,       ,        ,          
795, MOO J0838+6349 ,129.66875,63.82278,0.57,9.3,       ,        ,          
796, MOO J0840+3117 ,130.005417,31.29222,0.62,9.8,  1.12 ,        ,       18 
797, MOO J0840+2838 ,130.032083,28.64361,0.64,10.1,  0.96 ,        ,       37 
798, MOO J0841+5813 ,130.42625,58.227219999999996,0.58,9.4,       ,        ,          
799, MOO J0841+1515 ,130.48916699999998,15.260829999999999,0.61,9.5,  1.14 ,        ,       23 
800, MOO J0842+3617 ,130.643333,36.291109999999996,0.56,9.0,       ,        ,          
801, MOO J0842+2247 ,130.684583,22.79139,0.62,9.9,  0.88 ,        ,       18 
802, MOO J0843+5933 ,130.93875,59.56194,0.61,10.0,  1.03 ,        ,       50 
803, MOO J0844+0819 ,131.17375,8.3275,0.57,9.2,       ,        ,          
804, MOO J0845+4123 ,131.279167,41.3975,0.58,9.2,       ,        ,          
805, MOO J0846+2651 ,131.554167,26.855829999999997,0.59,9.4,  1.28 ,        ,       25 
806, MOO J0846+3128 ,131.58625,31.471390000000003,0.61,9.7,  1.03 ,        ,       43 
807, MOO J0846+4304 ,131.635417,43.07083,0.6,9.7,  0.91 ,        ,       28 
808, MOO J0846+5859 ,131.65,58.99166999999999,0.58,9.4,       ,        ,          
809, MOO J0846+1504 ,131.650417,15.072779999999998,0.6,9.4,   0.8 ,        ,       26 
810, MOO J0847+3012 ,131.75625,30.20417,0.56,8.9,       ,        ,          
811, MOO J0847+1036 ,131.804583,10.60528,0.56,9.0,       ,        ,          
812, MOO J0847+4145 ,131.818333,41.75306,0.69,11.0,  1.03 ,        ,       40 
813, MOO J0847+4534 ,131.9675,45.57278,0.77,12.6,  0.94 ,        ,       23 
814, MOO J0848+3140 ,132.067917,31.676940000000002,0.59,9.3,  1.17 ,        ,       22 
815, MOO J0849+1039 ,132.254167,10.65306,0.57,9.1,       ,        ,          
816, MOO J0849+3923 ,132.275,39.39028,0.57,9.0,       ,        ,          
817, MOO J0849+3431 ,132.371667,34.529720000000005,0.58,9.1,       ,        ,          
818, MOO J0849+5420 ,132.45791699999998,54.344440000000006,0.57,9.4,       ,        ,          
819, MOO J0850+4240 ,132.514167,42.674170000000004,0.67,10.6,  1.13 ,        ,       38 
820, MOO J0851-0026 ,132.974583,-0.44916999999999996,0.65,10.6,   1.1 ,        ,       35 
821, MOO J0851+5954 ,132.988333,59.907219999999995,0.58,9.4,       ,        ,          
822, MOO J0852+2031 ,133.0875,20.52778,0.64,10.1,  1.35 ,        ,       25 
823, MOO J0852+4822 ,133.116667,48.36722,0.57,9.4,       ,        ,          
824, MOO J0853+6051 ,133.330833,60.86028,0.57,9.4,       ,        ,          
825, MOO J0854+0704 ,133.613333,7.07167,0.58,9.4,  1.13 ,        ,       24 
826, MOO J0854+4032 ,133.74625,40.549440000000004,0.59,9.5,  1.27 ,        ,       19 
827, MOO J0855+2916 ,133.835833,29.27778,0.56,8.9,       ,        ,          
828, MOO J0856+0539 ,134.100833,5.6525,0.63,9.8,  1.19 ,        ,       25 
829, MOO J0857+3340 ,134.380417,33.66833,0.61,9.6,  1.32 ,        ,       39 
830, MOO J0857+7142 ,134.457083,71.70306,0.6,10.0,  1.28 ,        ,       33 
831, MOO J0858+0500 ,134.576667,5.01083,0.58,9.0,       ,        ,          
832, MOO J0858+0025 ,134.740833,0.41667,0.61,10.0,  1.34 ,        ,       27 
833, MOO J0900-0158 ,135.16875,-1.9744400000000002,0.59,9.6,  1.06 ,        ,       37 
834, MOO J0900+0407 ,135.183333,4.132219999999999,0.71,11.6,  0.84 ,        ,       13 
835, MOO J0901+3341 ,135.27625,33.69194,0.66,10.4,  1.02 ,        ,       26 
836, MOO J0901+4744 ,135.316667,47.745,0.63,10.3,  0.96 ,        ,       25 
837, MOO J0902+0934 ,135.519583,9.5825,0.61,9.5,  0.88 ,        ,       26 
838, MOO J0902+2328 ,135.61041699999998,23.47694,0.62,9.6,  1.28 ,        ,       23 
839, MOO J0903+1319 ,135.772917,13.33,0.58,9.0,       ,        ,          
840, MOO J0903+5535 ,135.784583,55.588609999999996,0.56,9.2,       ,        ,          
841, MOO J0903+2411 ,135.89541699999998,24.18556,0.64,9.9,  1.33 ,        ,       35 
842, MOO J0903+1310 ,135.95208300000002,13.173060000000001,0.62,9.7,  1.26 ,        ,       29 
843, MOO J0904+4742 ,136.01375,47.7,0.59,9.7,  1.27 ,        ,       22 
844, MOO J0905+2947 ,136.257917,29.79778,0.63,9.9,  0.98 ,        ,       15 
845, MOO J0905+3122 ,136.279167,31.37528,0.57,9.1,       ,        ,          
846, MOO J0905+1436 ,136.380833,14.606110000000001,0.64,10.1,       ,        ,          
847, MOO J0906+2748 ,136.626667,27.80583,0.6,9.3,  0.97 ,        ,       34 
848, MOO J0906+2801 ,136.635,28.02389,0.58,9.0,       ,        ,          
849, MOO J0906+6544 ,136.7075,65.74333,0.6,10.0,  1.08 ,        ,       21 
850, MOO J0907+2908 ,136.833333,29.13583,0.59,9.6,  0.96 ,        ,       47 
851, MOO J0907+2738 ,136.91833300000002,27.642220000000002,0.67,10.4,  1.13 ,        ,       40 
852, MOO J0908+4630 ,137.191667,46.5025,0.57,9.4,       ,        ,          
853, MOO J0910+6858 ,137.67083300000002,68.97055999999999,0.62,10.3,  1.02 ,        ,       23 
854, MOO J0912+1817 ,138.135417,18.29417,0.6,9.3,   1.1 ,        ,       14 
855, MOO J0913+0928 ,138.403333,9.46722,0.9,14.1,  1.19 ,        ,       40 
856, MOO J0913+3605 ,138.466667,36.08528,0.58,9.3,       ,        ,          
857, MOO J0914-0025 ,138.56,-0.42694,0.66,10.7,  1.02 ,        ,       38 
858, MOO J0914-0415 ,138.6125,-4.25444,0.56,9.2,       ,        ,          
859, MOO J0915+2429 ,138.973333,24.488329999999998,0.56,8.8,       ,        ,          
860, MOO J0916-0857 ,139.0625,-8.965,0.56,9.3,       ,        ,          
861, MOO J0916+0809 ,139.062917,8.165,0.59,9.3,  1.17 ,        ,       27 
862, MOO J0917-0700 ,139.27166699999998,-7.0,0.96,15.8,   1.1 ,        ,       58 
863, MOO J0917+4710 ,139.315417,47.174170000000004,0.72,11.8,  1.12 ,        ,       44 
864, MOO J0917-1023 ,139.329583,-10.39944,0.61,10.1,  0.94 ,        ,       47 
865, MOO J0917+1456 ,139.3475,14.934170000000002,0.58,9.1,  1.05 ,        ,       30 
866, MOO J0917+4733 ,139.393333,47.55833,0.57,9.3,       ,        ,          
867, MOO J0917+5503 ,139.44,55.05583000000001,0.57,9.4,       ,        ,          
868, MOO J0918+4358 ,139.5825,43.96861,0.6,9.6,  0.94 ,        ,       26 
869, MOO J0918+2102 ,139.645833,21.03806,0.76,11.8,  1.33 ,        ,       21 
870, MOO J0919+4216 ,139.869583,42.26667,0.56,9.0,       ,        ,          
871, MOO J0919-0753 ,139.935833,-7.89389,0.57,9.3,       ,        ,          
872, MOO J0920+1305 ,140.071667,13.09861,0.63,9.9,  0.91 ,        ,       11 
