#i,cluster,ra,dec,peakheight,snr,photz,specz,richness
873, MOO J0920+1728 ,140.090833,17.48028,0.61,9.6,  1.03 ,        ,       25 
874, MOO J0920+3340 ,140.10375,33.67,0.58,9.0,       ,        ,          
875, MOO J0920+0023 ,140.222083,0.39278,0.57,9.1,       ,        ,          
876, MOO J0920-0755 ,140.229167,-7.924169999999999,0.65,10.7,   1.1 ,        ,       31 
877, MOO J0921+1557 ,140.424583,15.96,0.63,9.7,  1.28 ,        ,       20 
878, MOO J0922+4350 ,140.512917,43.843059999999994,0.59,9.4,  1.03 ,        ,        7 
879, MOO J0922+0516 ,140.60833300000002,5.282780000000001,0.63,9.9,  1.24 ,        ,       33 
880, MOO J0922+2405 ,140.70875,24.09139,0.59,9.2,  1.31 ,        ,       34 
881, MOO J0923+1335 ,140.805,13.59167,0.58,9.1,       ,        ,          
882, MOO J0923+0752 ,140.872083,7.8758300000000006,0.6,9.3,  0.97 ,        ,       37 
883, MOO J0924+1013 ,141.08125,10.218060000000001,0.57,9.0,       ,        ,          
884, MOO J0924+0041 ,141.10875,0.6877800000000001,0.57,9.0,       ,        ,          
885, MOO J0924+3401 ,141.18125,34.01972,0.58,9.0,  1.01 ,        ,       32 
886, MOO J0925+2632 ,141.300833,26.535559999999997,0.59,9.2,  1.75 ,        ,       17 
887, MOO J0925+1106 ,141.33875,11.11472,0.63,10.0,  1.44 ,        ,       26 
888, MOO J0925+1234 ,141.375417,12.56917,0.69,10.8,  1.03 ,        ,       35 
889, MOO J0925+1417 ,141.38458300000002,14.28694,0.6,9.4,  1.17 ,        ,       30 
890, MOO J0925+1538 ,141.397917,15.635,0.59,9.2,  0.88 ,        ,        2 
891, MOO J0925+0234 ,141.425,2.57833,0.56,8.9,       ,        ,          
892, MOO J0926-0220 ,141.63625,-2.34806,0.68,10.8,  0.98 ,        ,       16 
893, MOO J0926-1452 ,141.735,-14.87694,0.65,10.8,  0.96 ,        ,       17 
894, MOO J0927+4431 ,141.88958300000002,44.52111,0.57,9.1,       ,        ,          
895, MOO J0927+6424 ,141.971667,64.41167,0.65,10.6,  1.26 ,        ,       36 
896, MOO J0928-0126 ,142.035833,-1.43444,0.58,9.1,       ,        ,          
897, MOO J0928+1354 ,142.07,13.91583,0.63,9.9,  1.02 ,        ,       11 
898, MOO J0928-1502 ,142.166667,-15.03806,0.62,10.7,  0.89 ,        ,        8 
899, MOO J0928-0127 ,142.225833,-1.4611100000000001,0.67,10.6,  1.17 ,        ,       27 
900, MOO J0929+2333 ,142.340833,23.56583,0.59,9.2,   0.7 ,        ,          
901, MOO J0929+5129 ,142.386667,51.48944,0.57,9.4,       ,        ,          
902, MOO J0929+0343 ,142.469583,3.7238900000000004,0.57,9.1,       ,        ,          
903, MOO J0930+0308 ,142.727083,3.14361,0.59,9.3,  1.01 ,        ,       23 
904, MOO J0931+3454 ,142.795,34.90417,0.6,9.3,  1.09 ,        ,       33 
905, MOO J0931-0714 ,142.80166699999998,-7.24167,0.6,10.0,  1.09 ,        ,       36 
906, MOO J0931+3951 ,142.81625,39.86278,0.59,9.5,  0.99 ,        ,       19 
907, MOO J0932+6002 ,143.007083,60.034440000000004,0.77,12.6,  1.09 ,        ,       34 
908, MOO J0932+1313 ,143.01541699999999,13.21667,0.62,9.7,  1.17 ,        ,       25 
909, MOO J0933+1427 ,143.326667,14.46556,0.78,12.2,  0.98 ,        ,       37 
910, MOO J0934+1751 ,143.5975,17.86528,0.71,11.1,  0.96 ,        ,       53 
911, MOO J0934+5257 ,143.65375,52.955830000000006,0.56,9.3,       ,        ,          
912, MOO J0934+3049 ,143.6675,30.83083,0.66,10.3,   1.1 ,        ,       12 
913, MOO J0935+0540 ,143.882083,5.674169999999999,0.63,9.8,  0.86 ,        ,       12 
914, MOO J0935+1223 ,143.911667,12.38556,0.61,9.6,  0.79 ,        ,       32 
915, MOO J0935+2428 ,143.96125,24.47361,0.73,11.3,  1.27 ,        ,       50 
916, MOO J0936+0336 ,144.17,3.61194,0.67,10.6,   1.1 ,        ,       34 
917, MOO J0936+0337 ,144.220417,3.6247199999999995,0.6,9.4,  1.45 ,        ,       33 
918, MOO J0936-0826 ,144.22875,-8.43861,0.58,9.3,  1.05 ,        ,       39 
919, MOO J0937+2003 ,144.345417,20.05694,0.61,9.6,  1.12 ,        ,       29 
920, MOO J0937+2402 ,144.45333300000001,24.045279999999998,0.79,12.3,  1.02 ,        ,       32 
921, MOO J0937+3734 ,144.48541699999998,37.575,0.58,9.2,       ,        ,          
922, MOO J0938+0532 ,144.58625,5.53417,0.62,9.5,  0.97 ,        ,       16 
923, MOO J0938+4109 ,144.714583,41.16056,0.57,9.0,       ,        ,          
924, MOO J0940+6610 ,145.242917,66.18306,0.58,9.6,  1.05 ,        ,       13 
925, MOO J0942-1829 ,145.669167,-18.4925,0.58,9.9,       ,        ,          
926, MOO J0942+5842 ,145.7225,58.7,0.59,9.6,  0.86 ,        ,       12 
927, MOO J0942+8417 ,145.749167,84.29222,0.58,9.9,       ,        ,          
928, MOO J0943+0357 ,145.805,3.95917,0.58,9.1,       ,        ,          
929, MOO J0943+8658 ,145.95416699999998,86.96972,0.6,10.2,  1.14 ,        ,       29 
930, MOO J0943+5419 ,145.98083300000002,54.31694,0.59,9.6,  1.34 ,        ,       29 
931, MOO J0944+4528 ,146.0,45.47167,0.6,9.7,  1.06 ,        ,       32 
932, MOO J0944+3710 ,146.092083,37.1725,0.73,11.6,  1.21 ,        ,       43 
933, MOO J0944+5937 ,146.167917,59.62416999999999,0.58,9.4,       ,        ,          
934, MOO J0945+2434 ,146.340417,24.57694,0.63,9.6,  1.02 ,        ,       19 
935, MOO J0945+3731 ,146.36541699999998,37.5275,0.71,11.3,  1.16 ,        ,       22 
936, MOO J0945+3019 ,146.48,30.33083,0.56,8.8,       ,        ,          
937, MOO J0946+5602 ,146.527917,56.03722,0.59,9.5,  1.06 ,        ,       36 
938, MOO J0946+1629 ,146.64625,16.495279999999998,0.57,8.8,       ,        ,          
939, MOO J0948-1318 ,147.033333,-13.306939999999999,0.58,9.4,  1.09 ,        ,       17 
940, MOO J0948+4447 ,147.055,44.7925,0.56,8.9,       ,        ,          
941, MOO J0948+3302 ,147.23666699999998,33.04222,0.73,11.2,  1.34 ,        ,       17 
942, MOO J0949-1620 ,147.315833,-16.34056,0.63,10.3,  1.13 ,        ,       19 
943, MOO J0950+0425 ,147.57125,4.42278,0.57,9.1,       ,        ,          
944, MOO J0950+2549 ,147.685417,25.81861,0.58,9.0,       ,        ,          
945, MOO J0951+3402 ,147.912917,34.04972,0.64,9.9,  0.93 ,        ,       22 
946, MOO J0951+5807 ,147.975833,58.127219999999994,0.56,9.2,       ,        ,          
947, MOO J0951+2441 ,147.988333,24.68944,0.63,9.7,  1.09 ,        ,       25 
948, MOO J0954+1434 ,148.579583,14.57833,0.59,9.0,  1.75 ,        ,       12 
949, MOO J0954+4919 ,148.58625,49.3175,0.56,9.1,       ,        ,          
950, MOO J0955+6158 ,148.80625,61.97444,0.57,9.3,       ,        ,          
951, MOO J0955+5441 ,148.992083,54.69639,0.76,12.4,  1.13 ,        ,       29 
952, MOO J0956+0927 ,149.230417,9.46083,0.61,9.3,  1.08 ,        ,       26 
953, MOO J0956+0932 ,149.243333,9.53806,0.71,10.8,  0.96 ,        ,       28 
954, MOO J0957+1848 ,149.370833,18.816110000000002,0.57,8.8,       ,        ,          
955, MOO J0957+8516 ,149.397083,85.27778,0.59,10.1,   0.9 ,        ,       39 
956, MOO J0958+5144 ,149.648333,51.748059999999995,0.61,9.9,  1.28 ,        ,       36 
957, MOO J0959+6947 ,149.935,69.79167,0.59,9.8,  1.02 ,        ,       25 
958, MOO J0959-0803 ,149.98125,-8.060830000000001,0.63,10.1,  0.93 ,        ,       24 
959, MOO J0959+3903 ,149.99,39.06361,0.57,9.1,       ,        ,          
960, MOO J1000+4908 ,150.03125,49.13667,0.56,9.1,       ,        ,          
961, MOO J1000+0835 ,150.180417,8.593060000000001,0.56,8.6,       ,        ,          
962, MOO J1001+6619 ,150.343333,66.32306,0.59,9.9,  1.53 ,        ,       41 
963, MOO J1002+6512 ,150.67666699999998,65.20889,0.78,13.0,  1.08 ,        ,       17 
964, MOO J1003+0811 ,150.86041699999998,8.18667,0.64,9.8,  1.01 ,        ,       23 
965, MOO J1003+6836 ,150.997083,68.60778,0.62,10.3,  1.02 ,        ,       41 
966, MOO J1004+0215 ,151.090833,2.26444,0.56,8.4,       ,        ,          
967, MOO J1004+2031 ,151.13458300000002,20.532220000000002,0.59,9.0,  1.12 ,        ,       32 
968, MOO J1004+1248 ,151.15625,12.811110000000001,0.59,9.0,  0.91 ,        ,       15 
969, MOO J1004-0257 ,151.16583300000002,-2.9558299999999997,0.8,12.0,  0.98 ,        ,       31 
970, MOO J1004+6833 ,151.185833,68.56611,0.59,9.7,       ,        ,          
971, MOO J1004+3510 ,151.226667,35.16806,0.64,10.2,   1.1 ,        ,       20 
972, MOO J1005+3212 ,151.26875,32.21,0.61,9.5,  0.99 ,        ,       29 
973, MOO J1005+2428 ,151.3375,24.48028,0.63,9.7,  1.03 ,        ,       37 
974, MOO J1007+0139 ,151.848333,1.6605599999999998,0.63,9.4,  0.94 ,        ,       28 
975, MOO J1007-1547 ,151.99,-15.79889,0.61,10.1,  0.93 ,        ,       44 
976, MOO J1007-0521 ,151.997083,-5.3525,0.64,10.3,  1.21 ,        ,       32 
977, MOO J1008+2152 ,152.115833,21.87583,0.79,12.1,  1.06 ,        ,       27 
978, MOO J1008+1148 ,152.19375,11.80722,0.59,9.0,       ,        ,          
979, MOO J1009+2740 ,152.2575,27.675559999999997,0.56,8.8,       ,        ,          
980, MOO J1009+0045 ,152.2875,0.76083,0.58,8.8,  1.06 ,        ,       26 
981, MOO J1009+4811 ,152.290417,48.18833,0.57,9.2,       ,        ,          
982, MOO J1009+2847 ,152.29333300000002,28.79917,0.57,9.0,  1.05 ,        ,       39 
983, MOO J1009+0318 ,152.345417,3.3138900000000002,0.61,9.2,  0.85 ,        ,       20 
984, MOO J1009+1503 ,152.378333,15.06444,0.67,10.3,  1.37 ,        ,       26 
985, MOO J1009+3319 ,152.40625,33.325829999999996,0.63,9.9,  1.37 ,        ,       19 
986, MOO J1009+2125 ,152.45,21.41861,0.57,8.7,       ,        ,          
987, MOO J1009+3314 ,152.46875,33.24583,0.59,9.1,  1.26 ,        ,       24 
988, MOO J1010-0906 ,152.537917,-9.106110000000001,0.57,9.2,       ,        ,          
989, MOO J1010+2847 ,152.544167,28.788890000000002,0.63,9.9,  1.17 ,        ,       27 
990, MOO J1010+4118 ,152.58,41.301390000000005,0.73,11.6,  0.97 ,        ,       33 
991, MOO J1010-0310 ,152.61291699999998,-3.18,0.56,8.5,       ,        ,          
992, MOO J1011+1541 ,152.750417,15.683329999999998,0.63,9.6,  1.05 ,        ,       22 
993, MOO J1011+5756 ,152.765,57.93833000000001,0.61,9.8,  1.05 ,        ,       26 
994, MOO J1011+3919 ,152.97125,39.32917,0.56,9.0,       ,        ,          
995, MOO J1012+0843 ,153.067917,8.72167,0.68,10.4,  1.14 ,        ,       25 
996, MOO J1012+2527 ,153.185417,25.46,0.62,9.8,  1.09 ,        ,       31 
997, MOO J1012+4450 ,153.215833,44.83944,0.59,9.5,  1.19 ,        ,       15 
998, MOO J1013-0603 ,153.260417,-6.06111,0.61,9.8,  1.08 ,        ,       44 
999, MOO J1013-1919 ,153.429583,-19.324170000000002,0.59,9.7,  0.97 ,        ,       12 
1000, MOO J1013+0057 ,153.444583,0.95389,0.59,8.8,  0.86 ,        ,       24 
1001, MOO J1014+0038 ,153.532083,0.64194,0.8,12.0,  1.21 ,   1.23 ,       43 
1002, MOO J1014-0202 ,153.64083300000001,-2.03917,0.58,8.7,       ,        ,          
1003, MOO J1014+2831 ,153.70291699999999,28.53,0.59,9.3,  1.08 ,        ,       26 
1004, MOO J1015+1622 ,153.832083,16.37889,0.62,9.5,  0.96 ,        ,       21 
1005, MOO J1015-0200 ,153.846667,-2.01056,0.68,10.2,  0.93 ,        ,       24 
1006, MOO J1016-1348 ,154.20416699999998,-13.80778,0.68,10.9,  0.81 ,        ,       37 
1007, MOO J1017+0051 ,154.257917,0.8533299999999999,0.57,8.5,       ,        ,          
1008, MOO J1017+1819 ,154.307917,18.330560000000002,0.6,9.2,  0.91 ,        ,       31 
1009, MOO J1018-2113 ,154.602917,-21.233060000000002,0.61,10.1,  0.98 ,        ,       21 
1010, MOO J1018+0649 ,154.60375,6.82833,0.74,11.1,  1.02 ,        ,       17 
1011, MOO J1018+1002 ,154.651667,10.03417,0.58,8.5,  0.79 ,        ,       23 
1012, MOO J1018+3431 ,154.70916699999998,34.51722,0.58,9.1,  1.05 ,        ,       21 
1013, MOO J1018-0432 ,154.725417,-4.5336099999999995,0.58,8.6,  1.06 ,        ,       38 
1014, MOO J1019+3128 ,154.82,31.47444,0.64,9.9,  1.29 ,        ,       34 
1015, MOO J1019+0035 ,154.934167,0.58528,0.56,8.5,       ,        ,          
1016, MOO J1020+2412 ,155.025,24.20694,0.68,10.5,  1.01 ,        ,       25 
1017, MOO J1020-2632 ,155.08875,-26.538059999999998,0.65,10.7,  1.06 ,        ,       43 
1018, MOO J1020+1231 ,155.17083300000002,12.5275,0.58,8.6,  0.89 ,        ,       13 
1019, MOO J1020+4347 ,155.195833,43.79611,0.65,10.3,  0.93 ,        ,       37 
1020, MOO J1021+2903 ,155.257917,29.06222,0.6,9.3,  1.27 ,        ,       34 
1021, MOO J1021-0430 ,155.4375,-4.5111099999999995,0.6,9.2,  1.03 ,        ,       18 
1022, MOO J1021+1800 ,155.47958300000002,18.016389999999998,0.56,8.7,       ,        ,          
1023, MOO J1023+2023 ,155.91958300000002,20.391389999999998,0.6,9.2,  1.12 ,        ,       16 
1024, MOO J1024+3455 ,156.0275,34.91806,0.58,9.0,       ,        ,          
1025, MOO J1024-2405 ,156.048333,-24.09639,0.57,9.3,       ,        ,          
1026, MOO J1024-1614 ,156.063333,-16.24694,0.63,10.4,  0.99 ,        ,       25 
1027, MOO J1024+3650 ,156.20208300000002,36.84833,0.59,9.4,       ,        ,          
1028, MOO J1025+1317 ,156.335833,13.28694,0.62,9.2,  1.09 ,        ,       15 
1029, MOO J1025-0713 ,156.432917,-7.223889999999999,0.6,9.4,       ,        ,          
1030, MOO J1025+0210 ,156.435833,2.16889,0.59,8.9,  1.32 ,        ,       23 
1031, MOO J1026-0802 ,156.721667,-8.04389,0.58,9.1,  1.29 ,        ,       23 
1032, MOO J1027+2358 ,156.76625,23.969170000000002,0.57,8.7,       ,        ,          
1033, MOO J1027-2104 ,156.775417,-21.08083,0.6,9.9,  0.94 ,        ,       33 
1034, MOO J1027+0001 ,156.856667,0.025,0.58,8.7,  1.19 ,        ,       27 
1035, MOO J1027+4831 ,156.905417,48.521390000000004,0.81,13.1,  1.12 ,        ,       32 
1036, MOO J1028+3424 ,157.097917,34.41583,0.57,8.9,       ,        ,          
1037, MOO J1028+0551 ,157.157917,5.85389,0.58,8.6,  0.97 ,        ,       15 
1038, MOO J1028-1852 ,157.179583,-18.87833,0.56,9.3,       ,        ,          
1039, MOO J1029+2156 ,157.257083,21.93639,0.65,9.9,  1.23 ,        ,       24 
1040, MOO J1029+2159 ,157.39083300000001,21.98667,0.56,8.7,       ,        ,          
1041, MOO J1029+0017 ,157.477083,0.29944,0.65,9.8,  1.46 ,        ,       31 
1042, MOO J1029+8041 ,157.494167,80.68333,0.64,10.8,  1.37 ,        ,       23 
1043, MOO J1030-2438 ,157.512917,-24.64806,0.58,9.0,       ,        ,          
1044, MOO J1030-0254 ,157.616667,-2.9113900000000004,0.57,8.5,       ,        ,          
1045, MOO J1030+1440 ,157.73375,14.673060000000001,0.57,8.4,       ,        ,          
1046, MOO J1031+6255 ,157.95208300000002,62.92194,0.73,11.8,  1.33 ,        ,       50 
1047, MOO J1031+3040 ,157.9775,30.676940000000002,0.59,9.2,  0.82 ,        ,       30 
1048, MOO J1032+1233 ,158.00958300000002,12.56222,0.62,9.1,  1.19 ,        ,       44 
1049, MOO J1032+3219 ,158.01875,32.33083,0.64,9.9,  1.05 ,        ,       28 
1050, MOO J1032+4141 ,158.125833,41.69778,0.57,9.1,       ,        ,          
1051, MOO J1032+1337 ,158.174583,13.628329999999998,0.57,8.4,       ,        ,          
1052, MOO J1033+1824 ,158.352917,18.41222,0.73,11.2,  1.09 ,        ,       44 
1053, MOO J1033+5805 ,158.45625,58.08944,0.61,9.9,       ,        ,          
1054, MOO J1033-1731 ,158.49375,-17.52222,0.71,11.0,  1.02 ,        ,       34 
1055, MOO J1034+1715 ,158.51583300000001,17.26389,0.6,9.3,  0.96 ,        ,       30 
1056, MOO J1034-0156 ,158.54458300000002,-1.9436099999999998,0.65,9.8,  0.96 ,        ,       33 
1057, MOO J1034+0400 ,158.562083,4.01556,0.58,8.7,       ,        ,          
1058, MOO J1034+4459 ,158.62875,44.99361,0.57,9.4,       ,        ,          
1059, MOO J1034+3024 ,158.64041699999999,30.411109999999997,0.61,9.6,  1.01 ,        ,       25 
1060, MOO J1034+3104 ,158.64083300000001,31.069440000000004,0.57,8.9,       ,        ,          
1061, MOO J1035+5019 ,158.775,50.32639,0.68,11.1,  1.02 ,        ,       23 
1062, MOO J1035-1521 ,158.784167,-15.356670000000001,0.65,10.2,  1.16 ,        ,       31 
1063, MOO J1035+2330 ,158.846667,23.50806,0.58,8.9,       ,        ,          
1064, MOO J1035+5000 ,158.907917,50.014720000000004,0.58,9.4,       ,        ,          
1065, MOO J1036+6600 ,159.011667,66.00333,0.57,9.5,       ,        ,          
1066, MOO J1036+8056 ,159.04375,80.93806,0.57,9.8,       ,        ,          
1067, MOO J1036+0540 ,159.167917,5.67583,0.57,8.4,       ,        ,          
1068, MOO J1037+2103 ,159.2525,21.05361,0.63,9.8,  0.91 ,        ,       24 
1069, MOO J1037+0944 ,159.28375,9.74306,0.57,8.5,       ,        ,          
1070, MOO J1037+0433 ,159.30125,4.55639,0.57,8.6,       ,        ,          
1071, MOO J1037-1014 ,159.32125,-10.24028,0.68,10.7,  0.81 ,        ,       14 
1072, MOO J1037+2452 ,159.360833,24.88028,0.56,8.7,       ,        ,          
1073, MOO J1037+0949 ,159.415417,9.81917,0.62,9.2,  1.21 ,        ,       36 
1074, MOO J1037+3258 ,159.457083,32.977779999999996,0.57,8.9,       ,        ,          
1075, MOO J1037+2714 ,159.485,27.24278,0.69,10.7,  1.09 ,        ,       46 
1076, MOO J1038-2712 ,159.629583,-27.21167,0.58,9.5,  1.13 ,        ,       24 
1077, MOO J1038+2653 ,159.65375,26.89306,0.58,9.1,  1.28 ,        ,       32 
1078, MOO J1039+4111 ,159.755,41.191390000000006,0.56,9.0,       ,        ,          
1079, MOO J1039-2244 ,159.820417,-22.73333,0.61,9.5,  0.86 ,        ,       23 
1080, MOO J1039+4354 ,159.9875,43.91028,0.63,10.0,  1.06 ,        ,       39 
1081, MOO J1040-1854 ,160.17875,-18.912779999999998,0.62,9.6,  0.96 ,        ,       22 
1082, MOO J1040+6838 ,160.23541699999998,68.64583,0.6,9.8,  1.02 ,        ,       31 
1083, MOO J1041-0946 ,160.26625,-9.771939999999999,0.59,9.3,  1.14 ,        ,       30 
1084, MOO J1041-0151 ,160.270833,-1.8619400000000002,0.57,9.0,       ,        ,          
1085, MOO J1041+7913 ,160.30041699999998,79.22028,0.7,12.0,  1.06 ,        ,       47 
1086, MOO J1041+0210 ,160.312083,2.17389,0.57,8.7,       ,        ,          
1087, MOO J1042-0923 ,160.54458300000002,-9.396939999999999,0.56,8.8,       ,        ,          
1088, MOO J1042+5407 ,160.5625,54.12778,0.59,9.6,   1.1 ,        ,       35 
1089, MOO J1042-0324 ,160.5775,-3.41361,0.74,11.4,  0.85 ,        ,       28 
1090, MOO J1042-2551 ,160.715,-25.85556,0.6,9.8,  0.85 ,        ,        8 
1091, MOO J1044-2150 ,161.01625,-21.84194,0.72,11.3,  1.05 ,        ,       35 
1092, MOO J1044+3321 ,161.0375,33.36222,0.57,8.9,       ,        ,          
1093, MOO J1044+3502 ,161.087917,35.041109999999996,0.61,9.6,  1.47 ,        ,       26 
1094, MOO J1044+6253 ,161.117917,62.897780000000004,0.57,9.3,       ,        ,          
1095, MOO J1044+3334 ,161.14375,33.569720000000004,0.56,8.8,       ,        ,          
1096, MOO J1044-0714 ,161.184167,-7.234719999999999,0.78,12.2,  1.06 ,        ,       41 
1097, MOO J1045-0351 ,161.487083,-3.85472,0.65,10.1,  1.47 ,        ,       35 
1098, MOO J1046+7355 ,161.587917,73.92778,0.57,9.4,       ,        ,          
1099, MOO J1046+2758 ,161.715,27.968059999999998,0.62,9.8,  1.16 ,        ,       52 
1100, MOO J1047-2347 ,161.80875,-23.79056,0.74,11.6,  1.01 ,        ,       35 
1101, MOO J1048+5402 ,162.035833,54.04,0.63,9.8,  1.01 ,        ,       17 
1102, MOO J1048+1035 ,162.055,10.58917,0.58,8.6,       ,        ,          
1103, MOO J1048+5538 ,162.105,55.64083,0.57,9.2,       ,        ,          
1104, MOO J1048+0743 ,162.1725,7.73083,0.79,11.7,  0.94 ,        ,       37 
1105, MOO J1049-1808 ,162.48333300000002,-18.14,0.57,8.8,       ,        ,          
1106, MOO J1050+3221 ,162.54791699999998,32.354440000000004,0.58,9.1,  0.96 ,        ,       27 
1107, MOO J1050+1725 ,162.54791699999998,17.41778,0.66,10.1,  1.49 ,        ,       24 
1108, MOO J1050+4241 ,162.69375,42.69556,0.58,9.3,  0.93 ,        ,       26 
1109, MOO J1050+1116 ,162.695833,11.28222,0.6,8.9,  1.08 ,        ,        9 
1110, MOO J1050+0947 ,162.744167,9.79833,0.61,9.0,  1.08 ,        ,       34 
1111, MOO J1051+1010 ,162.77125,10.17667,0.6,8.8,  1.28 ,        ,       11 
1112, MOO J1051+4707 ,162.8425,47.1275,0.9,14.2,  1.06 ,        ,       34 
1113, MOO J1052-0231 ,163.045417,-2.51667,0.58,8.9,       ,        ,          
1114, MOO J1052+0823 ,163.06375,8.398060000000001,0.58,8.6,  1.41 ,        ,       42 
1115, MOO J1052-1151 ,163.225417,-11.85694,0.6,9.4,  1.43 ,        ,       34 
1116, MOO J1053+4949 ,163.29,49.818329999999996,0.57,9.0,       ,        ,          
1117, MOO J1053+1052 ,163.341667,10.87417,0.6,8.9,  0.99 ,        ,       43 
